"antibody","cell","composite","control","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","software_version","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"Pol2","HUVEC","wgEncodeSydhTfbs","std","wgEncodeEH000780","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000702","GSM935393","Snyder","Stanford",,"e2f0b17b8e0b9351975ec72387be8285",,"hg18","wgEncode",,"exp","104K",,4165,,"wgEncodeSydhTfbsHuvecPol2StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsHuvecPol2StdPk.narrowPeak.gz","wgEncodeSydhTfbsHuvecPol2StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsHuvecPol2StdPk.narrowPeak.gz"
"Pol2","HUVEC","wgEncodeSydhTfbs","std","wgEncodeEH000780","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000702","GSM935393","Snyder","Stanford",,"85ec700027f3a35110fee84eb8f3386c",,"hg18","wgEncode",,"exp","394M",,3055,,"wgEncodeSydhTfbsHuvecPol2StdSig","None","bigWig","Signal","wgEncodeSydhTfbsHuvecPol2StdSig.bigWig","wgEncodeSydhTfbsHuvecPol2StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsHuvecPol2StdSig.bigWig"
"CEBPB","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002807","GSM935519","Snyder","Stanford","PeakSeq1.0","752f8e24e2b1e4ed0271bb4c7ffc10b9",,,"wgEncode",,"exp","2.0M",,5256,,"wgEncodeSydhTfbsImr90CebpbIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90CebpbIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90CebpbIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90CebpbIggrabPk.narrowPeak.gz"
"CEBPB","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002807","GSM935519","Snyder","Stanford","PeakSeq1.0","829c5d7335630aae1d0c196fef4849de",,,"wgEncode",,"exp","339M",,5256,,"wgEncodeSydhTfbsImr90CebpbIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90CebpbIggrabSig.bigWig","wgEncodeSydhTfbsImr90CebpbIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90CebpbIggrabSig.bigWig"
"CHD1_(NB100-60411)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-08-01#,#2013-05-01#,"wgEncodeEH003390","GSM1003623","Snyder","Stanford",,"ce2b5d33002312a7285df4f2a5999cd0",,,"wgEncode",,"exp","123K",,7862,,"wgEncodeSydhTfbsImr90Chd1nb10060411IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90Chd1nb10060411IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90Chd1nb10060411IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Chd1nb10060411IggrabPk.narrowPeak.gz"
"CHD1_(NB100-60411)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-08-01#,#2013-05-01#,"wgEncodeEH003390","GSM1003623","Snyder","Stanford",,"c7eafeb50d05af46a54c38acb37e1196",,,"wgEncode",,"exp","475M",,7862,,"wgEncodeSydhTfbsImr90Chd1nb10060411IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90Chd1nb10060411IggrabSig.bigWig","wgEncodeSydhTfbsImr90Chd1nb10060411IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Chd1nb10060411IggrabSig.bigWig"
"COREST_(sc-30189)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003364","GSM1003612","Snyder","Stanford",,"60d02c08414683bde6ce6817f69b457e",,,"wgEncode",,"exp","252K",,7290,,"wgEncodeSydhTfbsImr90Corestsc30189IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90Corestsc30189IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90Corestsc30189IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Corestsc30189IggrabPk.narrowPeak.gz"
"COREST_(sc-30189)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003364","GSM1003612","Snyder","Stanford",,"ff1e59fe853801c67233708c4a65d6b9",,,"wgEncode",,"exp","505M",,7290,,"wgEncodeSydhTfbsImr90Corestsc30189IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90Corestsc30189IggrabSig.bigWig","wgEncodeSydhTfbsImr90Corestsc30189IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Corestsc30189IggrabSig.bigWig"
"CTCF_(SC-15914)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002831","GSM935404","Snyder","Stanford","PeakSeq1.0","0844adeaa2583de315eee3804e91b158",,,"wgEncode",,"exp","1009K",,5517,,"wgEncodeSydhTfbsImr90CtcfbIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90CtcfbIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90CtcfbIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90CtcfbIggrabPk.narrowPeak.gz"
"CTCF_(SC-15914)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002831","GSM935404","Snyder","Stanford","PeakSeq1.0","9c9dc385f97e7e3f519570331ff76f00",,,"wgEncode",,"exp","325M",,5517,,"wgEncodeSydhTfbsImr90CtcfbIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90CtcfbIggrabSig.bigWig","wgEncodeSydhTfbsImr90CtcfbIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90CtcfbIggrabSig.bigWig"
"Input","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002808","GSM935512","Snyder","Stanford","PeakSeq1.0","3157a07b16c78d46f1998867491ec75d",,,"wgEncode",,"input","407M",,5260,,"wgEncodeSydhTfbsImr90InputIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90InputIggrabSig.bigWig","wgEncodeSydhTfbsImr90InputIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90InputIggrabSig.bigWig"
"MafK_(ab50322)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002832","GSM935403","Snyder","Stanford","PeakSeq1.0","a8149f9c8566eea3cb6e4bea34df9ed0",,,"wgEncode",,"exp","1.5M",,5518,,"wgEncodeSydhTfbsImr90MafkIggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90MafkIggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90MafkIggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90MafkIggrabPk.narrowPeak.gz"
"MafK_(ab50322)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-04#,#2012-11-03#,"wgEncodeEH002832","GSM935403","Snyder","Stanford","PeakSeq1.0","b28e27b355b0697f22097251349f7a3b",,,"wgEncode",,"exp","386M",,5518,,"wgEncodeSydhTfbsImr90MafkIggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90MafkIggrabSig.bigWig","wgEncodeSydhTfbsImr90MafkIggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90MafkIggrabSig.bigWig"
"MAZ_(ab85725)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003365","GSM1003613","Snyder","Stanford",,"2ec86f9f3246cbf6cca656dbdf4717f7",,,"wgEncode",,"exp","402K",,7291,,"wgEncodeSydhTfbsImr90Mazab85725IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90Mazab85725IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90Mazab85725IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Mazab85725IggrabPk.narrowPeak.gz"
"MAZ_(ab85725)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003365","GSM1003613","Snyder","Stanford",,"60acd1a04a4b699c1376e2923500f376",,,"wgEncode",,"exp","451M",,7291,,"wgEncodeSydhTfbsImr90Mazab85725IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90Mazab85725IggrabSig.bigWig","wgEncodeSydhTfbsImr90Mazab85725IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Mazab85725IggrabSig.bigWig"
"Mxi1_(AF4185)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003366","GSM1003614","Snyder","Stanford",,"6a63dfb675f8796071c9936d78ca6bba",,,"wgEncode",,"exp","331K",,7292,,"wgEncodeSydhTfbsImr90Mxi1IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90Mxi1IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90Mxi1IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Mxi1IggrabPk.narrowPeak.gz"
"Mxi1_(AF4185)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003366","GSM1003614","Snyder","Stanford",,"db9ef34bbd1348e6ae5b5ce8122db17d",,,"wgEncode",,"exp","448M",,7292,,"wgEncodeSydhTfbsImr90Mxi1IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90Mxi1IggrabSig.bigWig","wgEncodeSydhTfbsImr90Mxi1IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Mxi1IggrabSig.bigWig"
"Pol2","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002809","GSM935513","Snyder","Stanford","PeakSeq1.0","db13b034bd44a314a07d0f33fcc9f708",,,"wgEncode",,"exp","461K",,5258,,"wgEncodeSydhTfbsImr90Pol2IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90Pol2IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90Pol2IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Pol2IggrabPk.narrowPeak.gz"
"Pol2","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002809","GSM935513","Snyder","Stanford","PeakSeq1.0","12206fd4fc05d0a13aa0b309d3d65588",,,"wgEncode",,"exp","369M",,5258,,"wgEncodeSydhTfbsImr90Pol2IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90Pol2IggrabSig.bigWig","wgEncodeSydhTfbsImr90Pol2IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Pol2IggrabSig.bigWig"
"Rad21","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002810","GSM935624","Snyder","Stanford","PeakSeq1.0","13dd5001dd1af9d65091c3e47bd2a017",,,"wgEncode",,"exp","1.1M",,5257,,"wgEncodeSydhTfbsImr90Rad21IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90Rad21IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90Rad21IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Rad21IggrabPk.narrowPeak.gz"
"Rad21","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-12-18#,#2012-09-18#,"wgEncodeEH002810","GSM935624","Snyder","Stanford","PeakSeq1.0","04e22560755cec8e078fb1655c02d818",,,"wgEncode",,"exp","395M",,5257,,"wgEncodeSydhTfbsImr90Rad21IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90Rad21IggrabSig.bigWig","wgEncodeSydhTfbsImr90Rad21IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Rad21IggrabSig.bigWig"
"RFX5_(200-401-194)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003367","GSM1003615","Snyder","Stanford",,"c288fd19ea1d5c991057a7b4ff01ca3b",,,"wgEncode",,"exp","40K",,7293,,"wgEncodeSydhTfbsImr90Rfx5IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsImr90Rfx5IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsImr90Rfx5IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Rfx5IggrabPk.narrowPeak.gz"
"RFX5_(200-401-194)","IMR90","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH002808","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-06-30#,#2013-03-30#,"wgEncodeEH003367","GSM1003615","Snyder","Stanford",,"c099850a333695bdbd8664052e68d1a6",,,"wgEncode",,"exp","500M",,7293,,"wgEncodeSydhTfbsImr90Rfx5IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsImr90Rfx5IggrabSig.bigWig","wgEncodeSydhTfbsImr90Rfx5IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsImr90Rfx5IggrabSig.bigWig"
"ARID3A_(sc-8821)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-28#,#2012-11-28#,"wgEncodeEH002861","GSM935336","Snyder","Stanford","PeakSeq1.0","cb26007d18a7cf24a0b680ad24cb1d4a",,,"wgEncode",,"exp","830K",,5519,,"wgEncodeSydhTfbsK562Arid3asc8821IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Arid3asc8821IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Arid3asc8821IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Arid3asc8821IggrabPk.narrowPeak.gz"
"ARID3A_(sc-8821)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-28#,#2012-11-28#,"wgEncodeEH002861","GSM935336","Snyder","Stanford","PeakSeq1.0","4dca09c6e79410bec758fa62e6c3e184",,,"wgEncode",,"exp","318M",,5519,,"wgEncodeSydhTfbsK562Arid3asc8821IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Arid3asc8821IggrabSig.bigWig","wgEncodeSydhTfbsK562Arid3asc8821IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Arid3asc8821IggrabSig.bigWig"
"ATF1_(06-325)","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-13#,#2012-12-13#,"wgEncodeEH002865","GSM935340","Snyder","Harvard","PeakSeq1.0","95c2925ddbe06732dab3375c07d57fd0",,,"wgEncode",,"exp","815K",,5047,,"wgEncodeSydhTfbsK562Atf106325StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Atf106325StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Atf106325StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Atf106325StdPk.narrowPeak.gz"
"ATF1_(06-325)","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-03-13#,#2012-12-13#,"wgEncodeEH002865","GSM935340","Snyder","Harvard","PeakSeq1.0","29cfd49de2206195dc3c4410ed1f7ab8",,,"wgEncode",,"exp","411M",,5047,,"wgEncodeSydhTfbsK562Atf106325StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Atf106325StdSig.bigWig","wgEncodeSydhTfbsK562Atf106325StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Atf106325StdSig.bigWig"
"ATF3","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000700","GSM935391","Snyder","Harvard",,"bb4b58423b77a01e4bde05290e5f507b",,"hg18","wgEncode",,"exp","16K",,4165,,"wgEncodeSydhTfbsK562Atf3StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Atf3StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Atf3StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Atf3StdPk.narrowPeak.gz"
"ATF3","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000700","GSM935391","Snyder","Harvard",,"441597c9714f4366e2c52f709d302949",,"hg18","wgEncode",,"exp","354M",,3055,,"wgEncodeSydhTfbsK562Atf3StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Atf3StdSig.bigWig","wgEncodeSydhTfbsK562Atf3StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Atf3StdSig.bigWig"
"Bach1_(sc-14700)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002846","GSM935576","Snyder","Stanford","PeakSeq1.0","42895329fc8db2bc4549f005a13e4d72",,,"wgEncode",,"exp","420K",,5543,,"wgEncodeSydhTfbsK562Bach1sc14700IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Bach1sc14700IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Bach1sc14700IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Bach1sc14700IggrabPk.narrowPeak.gz"
"Bach1_(sc-14700)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002846","GSM935576","Snyder","Stanford","PeakSeq1.0","621fdc798641dc27875520888ed3d2ad",,,"wgEncode",,"exp","354M",,5543,,"wgEncodeSydhTfbsK562Bach1sc14700IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Bach1sc14700IggrabSig.bigWig","wgEncodeSydhTfbsK562Bach1sc14700IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Bach1sc14700IggrabSig.bigWig"
"BDP1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000678","GSM935594","Snyder","Harvard",,"77ddebdfd55e26dbf3ad35aa4d74749f",,"hg18","wgEncode",,"exp","8.8K",,4165,,"wgEncodeSydhTfbsK562Bdp1StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Bdp1StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Bdp1StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Bdp1StdPk.narrowPeak.gz"
"BDP1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000678","GSM935594","Snyder","Harvard",,"d5eca9316e3a7a79977525c21a2a80ac",,"hg18","wgEncode",,"exp","471M",,3055,,"wgEncodeSydhTfbsK562Bdp1StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Bdp1StdSig.bigWig","wgEncodeSydhTfbsK562Bdp1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Bdp1StdSig.bigWig"
"BHLHE40_(NB100-1800)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-02-25#,#2011-11-25#,"wgEncodeEH001857","GSM935616","Snyder","Stanford","PeakSeq1.0","46c2e41f59e8c2e9cdceddfe7dd8ab4c",,"hg19","wgEncode",,"exp","1.4M",,3755,,"wgEncodeSydhTfbsK562Bhlhe40nb100IggrabPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Bhlhe40nb100IggrabPk.narrowPeak.gz","wgEncodeSydhTfbsK562Bhlhe40nb100IggrabPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Bhlhe40nb100IggrabPk.narrowPeak.gz"
"BHLHE40_(NB100-1800)","K562","wgEncodeSydhTfbs","IgG-rab","wgEncodeEH001795","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-02-25#,#2011-11-25#,"wgEncodeEH001857","GSM935616","Snyder","Stanford","PeakSeq1.0","b10d8e4445195cacc79c38b6a4c1dc40",,"hg19","wgEncode",,"exp","432M",,3755,,"wgEncodeSydhTfbsK562Bhlhe40nb100IggrabSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Bhlhe40nb100IggrabSig.bigWig","wgEncodeSydhTfbsK562Bhlhe40nb100IggrabSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Bhlhe40nb100IggrabSig.bigWig"
"BRF1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000679","GSM935595","Snyder","Harvard",,"2c48e5cbdc23bf72359224b3c7554089",,"hg18","wgEncode",,"exp","2.0K",,4165,,"wgEncodeSydhTfbsK562Brf1StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Brf1StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Brf1StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Brf1StdPk.narrowPeak.gz"
"BRF1","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-12-02#,#2011-09-01#,"wgEncodeEH000679","GSM935595","Snyder","Harvard",,"b7fcffdbfbe5318ff9d25da9c2acb406",,"hg18","wgEncode",,"exp","305M",,3055,,"wgEncodeSydhTfbsK562Brf1StdSig","None","bigWig","Signal","wgEncodeSydhTfbsK562Brf1StdSig.bigWig","wgEncodeSydhTfbsK562Brf1StdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Brf1StdSig.bigWig"
"BRF2","K562","wgEncodeSydhTfbs","std","wgEncodeEH000615","ChipSeq","ENCODE Mar 2012 Freeze",,#2011-06-03#,#2012-03-03#,"wgEncodeEH000767","GSM935490","Snyder","Harvard",,"4932aa8b0f3f34a2c5fe3decb67eb76f",,"hg18","wgEncode",,"exp",664,,4165,,"wgEncodeSydhTfbsK562Brf2StdPk","None","narrowPeak","Peaks","wgEncodeSydhTfbsK562Brf2StdPk.narrowPeak.gz","wgEncodeSydhTfbsK562Brf2StdPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeSydhTfbs/wgEncodeSydhTfbsK562Brf2StdPk.narrowPeak.gz"
